h1_gain,h2_gain,h3_gain,alpha1,alpha2,alpha3,Sum_Rate
1.1380349412368749,0.5524960376946537,0.5300780089208093,0.3333333333333333,0.25685306955182136,0.238753392236983,9.880747027748496
0.8655524369168848,0.1413089468427697,0.053781052586367784,0.3333333333333333,0.28249513499935175,0.2117282074733353,9.46471641283913
2.2198646161427193,0.9374636578167694,0.11978379830139321,0.3333333333333333,0.2542073452823163,0.2435402651063352,10.843337596734663
1.6528448222136247,0.25663038412811556,0.023897166526407332,0.3333333333333333,0.2679707299604645,0.2290041826672657,10.391498060130312
2.6928752301327634,0.42934565382168977,0.2184459410069256,0.3333333333333333,0.26071725281357905,0.23742599573204573,11.122731599479996
1.9699777745939393,1.4760376627540288,0.7907556071059919,0.3333333333333333,0.252118397588289,0.24534350271105285,10.676544517702752
1.5498328794761131,0.20391238834183747,0.10892912889053034,0.3333333333333333,0.2729072574957344,0.2238665882096876,10.31679372002417
1.0970880540827401,0.7697133705904241,0.652077787875663,0.3333333333333333,0.2542171649163713,0.24122531576565526,9.82893801861779
1.2748662502025925,0.6358821544853587,0.43625398846303115,0.3333333333333333,0.25590210216065046,0.24017591778912434,10.045115898747312
2.998570939269939,1.5999311879709992,0.5653210291870387,0.3333333333333333,0.25229140392044325,0.24604113511189415,11.283128405732398
4.510364943694466,1.927389548636015,0.4654566096353481,0.3333333333333333,0.25203990350315875,0.24685153874987006,11.872501509583875
1.800150343687478,1.5160998561357344,0.28470306565035913,0.3333333333333333,0.25190916291268056,0.24531329130202806,10.544681690253185
1.8278407884167955,1.4267921512390718,0.08597082784859948,0.3333333333333333,0.25213663066174774,0.24512790133048837,10.560890291999684
2.927464474200254,0.6071035096656245,0.3943605973038893,0.3333333333333333,0.25738184653374163,0.24091019080981455,11.246037571597538
1.1511118948847032,0.8232518518038641,0.24617743421014893,0.3333333333333333,0.2539016623649281,0.24175471124894998,9.896833644644847
1.3219583719474712,0.9524448672224167,0.2588782905521963,0.3333333333333333,0.2533585140136456,0.24285921862748575,10.097411152531514
2.6128412743681375,1.057510300600973,0.3082397505678697,0.3333333333333333,0.2537712735243761,0.244315100857011,11.082611399347348
0.7793690309179765,0.21047562901938455,0.11215042308956165,0.3333333333333333,0.27054799643461247,0.22303655747804327,9.322736352227201
2.283317021775957,0.6022735425770774,0.576597729094382,0.3333333333333333,0.25720697722147057,0.24060322611327664,10.88763805829853
2.471708082942997,2.334550166057637,0.9690591850689073,0.3333333333333333,0.2511302939239354,0.24684681347215864,11.004950860605572
3.5373019323856796,1.5188179408055122,0.13113805861935757,0.3333333333333333,0.2525852804492218,0.24600121284550588,11.517455240933984
1.3469222792598956,0.1492507261026736,0.12945410147852593,0.3333333333333333,0.2816445912019224,0.21464324212224872,10.111469308330548
1.2076132813646154,0.9002209133377922,0.5613854259503103,0.3333333333333333,0.25348399306818603,0.24237560861294988,9.967953920724778
0.8245625757826583,0.7697622134589613,0.1866365578669185,0.3333333333333333,0.2534636018134876,0.24047257702017572,9.41293309551861
2.424666772546168,1.094800148251536,0.880243624761598,0.3333333333333333,0.253535974072743,0.24440188689165276,10.976221851456415
4.817912641581571,1.639419506134719,0.044490079704225145,0.3333333333333333,0.2525309631016015,0.24643124307107855,11.953252362024978
2.3144625779690218,1.0412545029006741,0.880524011140989,0.3333333333333333,0.2537217356377878,0.2441179356329451,10.908940253723522
0.6265174416268318,0.5159419455004727,0.21208326927423637,0.3333333333333333,0.255700700908665,0.23631867530053224,9.014276062187289
0.5007772239032343,0.40548454386567434,0.2678197264619507,0.3333333333333333,0.2573386864116374,0.23267683394084943,8.689030958804121
5.6228671573104965,0.9914971740166918,0.2444348262038689,0.3333333333333333,0.2545982656909419,0.24451250825051615,12.188467946174033
2.595167571413411,2.074702783995525,0.30051420585831135,0.3333333333333333,0.25144665482206463,0.2466266873177353,11.07358551301921
2.1623479653457234,1.5772207403380807,0.6864573624938695,0.3333333333333333,0.2520139826587068,0.2456737160465289,10.81110118392269
0.4644443929920401,0.18092459124284616,0.13151124970983452,0.3333333333333333,0.2722530473949689,0.2169814011731599,8.571512316801066
1.584374962537963,0.3823152402065789,0.3012361897243365,0.3333333333333333,0.26150030331433616,0.23534387807061155,10.356700889400301
4.5787004580641835,2.6200135457883524,0.039536118285809496,0.3333333333333333,0.251362380626147,0.2475456064663054,11.878127452659982
2.2209978601500753,1.2065925726596187,0.30709244289996246,0.3333333333333333,0.2530182806854105,0.2447304789646046,10.848109518439973
0.45944571398824763,0.21994140436021775,0.018763774325379564,0.3333333333333333,0.26729198835149204,0.22182533313444114,8.530409489048479
0.3596950044085539,0.2763788264423059,0.20403078059022356,0.3333333333333333,0.26114077806575997,0.22495855626271785,8.205246698045872
0.3898777153495804,0.1293994057565537,0.09292046660852918,0.3333333333333333,0.28222778682002203,0.20494767922189627,8.31125579262783
4.180875109215873,0.7777897688764999,0.2956467204625735,0.3333333333333333,0.2558305113824683,0.2429735667424729,11.76070212967278
0.7636392487304303,0.6040850414739705,0.04649651532309748,0.3333333333333333,0.25500318316510945,0.23844922252473344,9.290147291282167
2.7726787406966515,1.163154914888492,0.034382743727720516,0.3333333333333333,0.25339699842023533,0.24479969132725998,11.150661254740111
3.3298419490713806,1.519119301059516,0.886561158908143,0.3333333333333333,0.2525405943487673,0.2459578328809712,11.434854744202395
1.2124890950203449,0.4259502030014369,0.18895862076959308,0.3333333333333333,0.25967658714765685,0.23619966442397808,9.969065237592291
0.448059342312001,0.401994624203255,0.125166754342274,0.3333333333333333,0.2568583592099668,0.23198240466251532,8.524583662907773
2.4508570378893557,0.7857627200240752,0.40369851400645634,0.3333333333333333,0.25534319277223966,0.2426167045523689,10.990117353218725
3.175518747766428,1.085759167111706,0.18410174789443787,0.3333333333333333,0.25381779984668484,0.24460765426108355,11.362762248553576
1.3851034428182591,1.0954893573777214,1.0338946902503199,0.3333333333333333,0.2527592509642349,0.2436309103439873,10.167203620574647
4.992409361618937,1.8340387358346004,1.1491730759278427,0.3333333333333333,0.2522254635538353,0.24677301601027268,12.019967835904598
0.9143234517494641,0.3242025344439442,0.24729823057344388,0.3333333333333333,0.2626881959472178,0.2318432797680414,9.560186934255738
